Symbol,Date,Open,High,Low,Close,Volume
AABB.OB,02-Jul-2021,0.1121,0.116,0.1101,0.115,7981500
AABVF.OB,02-Jul-2021,0.2311,0.2446,0.2311,0.2377,34200
AACAY.OB,02-Jul-2021,7.51,7.51,7.15,7.285,5600
AACS.OB,02-Jul-2021,0.0035,0.0035,0.0014,0.0017,33669500
AACTF.OB,02-Jul-2021,0.22,0.2245,0.2111,0.2111,45600
AAGC.OB,02-Jul-2021,0.0015,0.0016,0.0014,0.0015,3766300
AAGFF.OB,02-Jul-2021,0.431,0.4381,0.4283,0.4337,59300
AAGH.OB,02-Jul-2021,0.1655,0.1798,0.145,0.1698,93000
AAGIY.OB,02-Jul-2021,49.03,49.96,49.03,49.9,137600
AAIGF.OB,02-Jul-2021,12.06,12.67,12.06,12.54,93000
AAIRF.OB,02-Jul-2021,0.0989,0.1009,0.095,0.0993,106400
AAMAF.OB,02-Jul-2021,0.495,0.551,0.49,0.551,169800
AAMMF.OB,02-Jul-2021,0.24,0.255,0.2251,0.24,56300
AAMTF.OB,02-Jul-2021,0.191,0.1911,0.19,0.19,36100
AAPT.OB,02-Jul-2021,0.0068,0.0068,0.0064,0.0067,14972400
AASZF.OB,02-Jul-2021,10.752,10.752,10.75,10.752,600
AATRL.OB,02-Jul-2021,60.5,61,60,61,3000
AAUKF.OB,02-Jul-2021,40.595,41.4,40.595,40.595,3200
AAVMY.OB,02-Jul-2021,12.11,12.11,12.045,12.05,2900
AAVVF.OB,02-Jul-2021,4.07,4.1395,4.002,4.01,34300
AAZZF.OB,02-Jul-2021,3.23,3.2409,3.125,3.1971,23900
ABBRF.OB,02-Jul-2021,0.464,0.487,0.4321,0.486,621700
ABBY.OB,02-Jul-2021,0.0055,0.0055,0.0055,0.0055,300
ABCE.OB,02-Jul-2021,0.0313,0.0315,0.03,0.0315,473400
ABCFF.OB,02-Jul-2021,0.126,0.1295,0.1214,0.129,49000
ABEPF.OB,02-Jul-2021,0.1145,0.1145,0.104,0.112,280600
ABIT.OB,02-Jul-2021,1.51,1.85,1.5,1.77,15700
ABLZF.OB,02-Jul-2021,34.18,34.7,34.18,34.7,14400
ABMBF.OB,02-Jul-2021,0.1097,0.1097,0.1097,0.1097,8300
ABMC.OB,02-Jul-2021,0.0595,0.0644,0.0566,0.0639,49600
ABML.OB,02-Jul-2021,2,2,1.85,1.87,3207600
ABNAF.OB,02-Jul-2021,0.0512,0.0574,0.048,0.05,81700
ABQQ.OB,02-Jul-2021,0.0593,0.0613,0.058,0.0599,901000
ABRUF.OB,02-Jul-2021,1,1,1,1,5000
ABSSF.OB,02-Jul-2021,28.31,28.31,27.65,27.65,800
ABTI.OB,02-Jul-2021,2.62,2.62,2.5,2.5,200
ABVC.OB,02-Jul-2021,5,5.1,4.5,4.5,900
ABVG.OB,02-Jul-2021,0.0003,0.0003,0.0002,0.0003,29405400
ABWN.OB,02-Jul-2021,0.0004,0.0005,0.0004,0.0004,47744000
ABXXF.OB,02-Jul-2021,2.85,2.85,2.8,2.83,18000
ACAI.OB,02-Jul-2021,0.49,0.49,0.49,0.49,3000
ACAN.OB,02-Jul-2021,1.1,1.105,1.07,1.085,1900
ACAZF.OB,02-Jul-2021,15.9,15.9495,15.73,15.75,4400
ACCA.OB,02-Jul-2021,0.01,0.0103,0.01,0.01,56200
ACCMF.OB,02-Jul-2021,0.3775,0.415,0.37,0.3791,230200
ACCR.OB,02-Jul-2021,0.012,0.012,0.01,0.0115,462300
ACCYY.OB,02-Jul-2021,7.48,7.52,7.47,7.49,20200
ACDSF.OB,02-Jul-2021,2.25,2.25,2.21,2.21,4100
ACDVF.OB,02-Jul-2021,20.65,21.01,20.37,21.01,47500
ACFN.OB,02-Jul-2021,0.5903,0.6275,0.59,0.6022,45600
ACGBY.OB,02-Jul-2021,8.83,8.83,8.6,8.685,27200
ACGI.OB,02-Jul-2021,0.0008,0.0008,0.0008,0.0008,230100
ACGX.OB,02-Jul-2021,0.31,0.31,0.31,0.31,2000
ACHFF.OB,02-Jul-2021,1.07,1.09,1.0696,1.07,7300
ACKAY.OB,02-Jul-2021,18.59,18.59,18.59,18.59,200
ACKRF.OB,02-Jul-2021,0.1811,0.183,0.1811,0.183,1500
ACLHF.OB,02-Jul-2021,0.6499,0.6517,0.62,0.62,1800
ACLLF.OB,02-Jul-2021,35.315,35.346,35.266,35.346,1100
ACMC.OB,02-Jul-2021,1.35,1.35,1.35,1.35,5400
ACNNF.OB,02-Jul-2021,0.0777,0.0794,0.0777,0.0794,200
ACNV.OB,02-Jul-2021,0.0049,0.008,0.0049,0.008,1200
ACOPF.OB,02-Jul-2021,4.75,4.89,4.75,4.89,6100
ACOPY.OB,02-Jul-2021,4.8,4.91,4.71,4.81,7600
ACPGF.OB,02-Jul-2021,2.95,2.95,2.95,2.95,16400
ACPRF.OB,02-Jul-2021,0.0767,0.0767,0.0767,0.0767,1200
ACRDF.OB,02-Jul-2021,2.16,2.2,2.15,2.15,34200
ACRHF.OB,02-Jul-2021,3.58,3.795,3.55,3.6,56800
ACRL.OB,02-Jul-2021,0.025,0.0318,0.0233,0.031,1412500
ACSAY.OB,02-Jul-2021,5.444,5.46,5.4275,5.44,27500
ACTL.OB,02-Jul-2021,0.0013,0.0013,0.0007,0.001,18470900
ACTX.OB,02-Jul-2021,2.55,2.56,2.5,2.55,1800
ACUR.OB,02-Jul-2021,0.6,0.65,0.6,0.6225,14200
ACUS.OB,02-Jul-2021,0.025,0.025,0.025,0.025,500
ACWRF.OB,02-Jul-2021,0.2491,0.2491,0.2491,0.2491,100
ACXIF.OB,02-Jul-2021,154.79,154.79,154.79,154.79,100
ADBRF.OB,02-Jul-2021,0.48,0.5,0.48,0.5,22600
ADCOF.OB,02-Jul-2021,1.028,1.04,1.028,1.04,3800
ADCV.OB,02-Jul-2021,0.6,0.6,0.6,0.6,600
ADDDF.OB,02-Jul-2021,372.43,376.73,372.43,376.704,100
ADDYY.OB,02-Jul-2021,187.55,188.65,186.45,187.69,31500
ADFS.OB,02-Jul-2021,0.016,0.0165,0.016,0.016,491500
ADGO.OB,02-Jul-2021,0.0004,0.0005,0.0003,0.0005,226417100
ADHC.OB,02-Jul-2021,0.0084,0.0084,0.0076,0.0076,3868800
ADMLF.OB,02-Jul-2021,1.86,1.86,1.83,1.83,9900
ADMQ.OB,02-Jul-2021,0.085,0.0879,0.085,0.0865,31700
ADMT.OB,02-Jul-2021,0.135,0.146,0.131,0.139,45200
ADNY.OB,02-Jul-2021,0.0088,0.0118,0.0088,0.0118,5000
ADOM.OB,02-Jul-2021,0.32,0.328,0.3051,0.3254,1638800
ADOOY.OB,02-Jul-2021,4.449,4.59,4.449,4.5853,1200
ADPXY.OB,02-Jul-2021,20,20,20,20,100
ADRNY.OB,02-Jul-2021,29.76,30.03,29.74,30,67500
ADRZY.OB,02-Jul-2021,10.8,10.8,10.71,10.71,1600
ADSV.OB,02-Jul-2021,0.0165,0.0209,0.0152,0.0205,9301500
ADTM.OB,02-Jul-2021,0.0007,0.0008,0.0007,0.0008,20343600
ADVT.OB,02-Jul-2021,0.0006,0.0006,0.0006,0.0006,4000
ADVZF.OB,02-Jul-2021,0.84,0.8573,0.84,0.8458,6500
ADYEY.OB,02-Jul-2021,49.271,49.7,49.136,49.51,97500
ADYYF.OB,02-Jul-2021,2455,2489.4,2430.08,2478,400
AEBZY.OB,02-Jul-2021,0.55,0.55,0.53,0.53,10500
AEEI.OB,02-Jul-2021,0.06,0.06,0.06,0.06,600
AEMC.OB,02-Jul-2021,0.1708,0.2,0.139,0.2,48500
AEPT.OB,02-Jul-2021,0.22,0.23,0.22,0.229,4300
AERG.OB,02-Jul-2021,0.75,0.76,0.74,0.7507,74000
AERS.OB,02-Jul-2021,0.0154,0.0154,0.0123,0.0135,187900
AESEW.OB,02-Jul-2021,0.22,0.245,0.21,0.24,106600
AESO.OB,02-Jul-2021,0.05,0.0575,0.045,0.0575,152200
AETUF.OB,02-Jul-2021,8.66,9.1,8.35,8.5204,98200
AEXAY.OB,02-Jul-2021,12.27,12.65,12.26,12.39,5900
AEXE.OB,02-Jul-2021,0.0012,0.0013,0.0012,0.0012,2815500
AFAP.OB,02-Jul-2021,200,200,200,200,200
AFFL.OB,02-Jul-2021,0.0026,0.005,0.0026,0.005,40000
AFFS.OB,02-Jul-2021,22.36,22.36,22.36,22.36,400
AFFT.OB,02-Jul-2021,22.75,22.75,22.75,22.75,900
AFFU.OB,02-Jul-2021,0.35,0.355,0.335,0.35,50100
AFFY.OB,02-Jul-2021,0.06,0.073,0.0495,0.05,222900
AFGYF.OB,02-Jul-2021,0.89,0.9037,0.8874,0.9036,11100
AFHIF.OB,02-Jul-2021,0.42,0.4475,0.42,0.441,2000
AFLYY.OB,02-Jul-2021,5,5.03,4.94,5.03,11500
AFMJF.OB,02-Jul-2021,0.59,0.625,0.57,0.615,194600
AFNL.OB,02-Jul-2021,215,215,215,215,100
AFOM.OB,02-Jul-2021,0.0012,0.0015,0.0011,0.0013,168302400
AFPW.OB,02-Jul-2021,0.0012,0.0013,0.0011,0.0013,15269900
AFRAF.OB,02-Jul-2021,4.98,5.02,4.89,5.02,6500
AFSIA.OB,02-Jul-2021,20.21,20.21,20,20,200
AFSIB.OB,02-Jul-2021,21.25,21.3,21.05,21.05,8500
AFSIC.OB,02-Jul-2021,22.25,22.3,22.21,22.3,1300
AFSIM.OB,02-Jul-2021,22.125,22.5,22.125,22.5,1100
AFSIN.OB,02-Jul-2021,20.5,20.7,20.5,20.7,4800
AFSIP.OB,02-Jul-2021,21.92,22.15,21.55,22.15,14000
AFTC.OB,02-Jul-2021,0.0016,0.0018,0.0015,0.0018,1050000
AFTM.OB,02-Jul-2021,0.0071,0.008,0.0062,0.0071,516200
AFTPF.OB,02-Jul-2021,88.6,88.6,87.44,88.1,1000
AFTPY.OB,02-Jul-2021,90.09,90.09,87.73,89.32,5200
AFYG.OB,02-Jul-2021,0.049,0.0595,0.049,0.0579,6000
AGAUF.OB,02-Jul-2021,0.0968,0.1,0.0877,0.0938,30100
AGCBF.OB,02-Jul-2021,0.2504,0.26,0.2504,0.26,82100
AGCCF.OB,02-Jul-2021,0.1795,0.1795,0.1795,0.1795,40000
AGCZ.OB,02-Jul-2021,0.0159,0.0159,0.0159,0.0159,100
AGDXF.OB,02-Jul-2021,0.0409,0.0409,0.0409,0.0409,15000
AGDY.OB,02-Jul-2021,0.081,0.094,0.081,0.094,12800
AGESY.OB,02-Jul-2021,55.72,56.18,55.72,55.75,4900
AGFAF.OB,02-Jul-2021,0.018,0.0205,0.0151,0.016,388900
AGFMF.OB,02-Jul-2021,6.43,6.43,6.43,6.43,200
AGGFF.OB,02-Jul-2021,0.1033,0.1116,0.1029,0.1033,71100
AGGI.OB,02-Jul-2021,0.0077,0.0077,0.0077,0.0077,47300
AGGL.OB,02-Jul-2021,0.929,0.93,0.75,0.93,1200
AGGZF.OB,02-Jul-2021,31,31,30.38,30.38,1500
AGIN.OB,02-Jul-2021,0.0213,0.025,0.0213,0.025,35000
AGLAF.OB,02-Jul-2021,0.1822,0.1822,0.1822,0.1822,2500
AGLDF.OB,02-Jul-2021,0.1158,0.1158,0.1129,0.1158,2300
AGLNF.OB,02-Jul-2021,6.09,6.27,6.09,6.26,900
AGLXY.OB,02-Jul-2021,6,6.21,6,6.21,2400
AGNMF.OB,02-Jul-2021,0.342,0.349,0.335,0.343,39300
AGNPF.OB,02-Jul-2021,0.1099,0.1099,0.103,0.106,137800
AGOL.OB,02-Jul-2021,0.33,0.33,0.2815,0.2899,56500
AGPIF.OB,02-Jul-2021,1.95,2.1,1.95,2.1,1300
AGRDF.OB,02-Jul-2021,0.19,0.19,0.19,0.19,4500
AGRPY.OB,02-Jul-2021,18.88,18.88,18.38,18.38,800
AGRS.OB,02-Jul-2021,0.004,0.004,0.004,0.004,200
AGSO.OB,02-Jul-2021,0.2,0.223,0.194,0.223,22600
AGTK.OB,02-Jul-2021,0.0158,0.016,0.0158,0.016,28700
AGUNF.OB,02-Jul-2021,0.008,0.008,0.008,0.008,50000
AGXKF.OB,02-Jul-2021,1.995,1.995,1.995,1.995,700
AGYP.OB,02-Jul-2021,0.629,0.65,0.5515,0.6085,525100
AHCCF.OB,02-Jul-2021,2.19,2.19,2.15,2.15,6200
AHCHY.OB,02-Jul-2021,26.185,26.27,26.12,26.1999,9300
AHELF.OB,02-Jul-2021,0.4881,0.6,0.4484,0.4484,31000
AHEXY.OB,02-Jul-2021,34.52,34.74,34.44,34.72,7900
AHFD.OB,02-Jul-2021,0.0009,0.0009,0.0008,0.0009,24753500
AHFI.OB,02-Jul-2021,0.3651,0.45,0.3651,0.371,5700
AHIX.OB,02-Jul-2021,0.1651,0.1651,0.1651,0.1651,2000
AHKSF.OB,02-Jul-2021,11.47,11.47,11.005,11.225,2800
AHKSY.OB,02-Jul-2021,21.88,22.61,21.88,22.345,20500
AHNR.OB,02-Jul-2021,0.081,0.081,0.08,0.08,10500
AHODF.OB,02-Jul-2021,29.8425,29.8425,29.8425,29.8425,600
AHOTF.OB,02-Jul-2021,3.37,3.39,3.37,3.39,1300
AIABF.OB,02-Jul-2021,0.2025,0.2113,0.2013,0.2015,45400
AIBGY.OB,02-Jul-2021,5.2015,5.2015,5.2015,5.2015,1900
AICAF.OB,02-Jul-2021,0.7422,0.7422,0.7422,0.7422,700
AIDA.OB,02-Jul-2021,0.015,0.015,0.015,0.015,5000
AIFS.OB,02-Jul-2021,2.34,2.34,2.34,2.34,100
AIMD.OB,02-Jul-2021,0.94,0.99,0.94,0.99,8700
AIMFF.OB,02-Jul-2021,4,4,3.92,3.93,24100
AIMH.OB,02-Jul-2021,0.045,0.045,0.0312,0.0312,216500
AIMLF.OB,02-Jul-2021,0.632,0.65,0.62,0.6371,97300
AINSF.OB,02-Jul-2021,0.9,0.9129,0.89,0.9129,152000
AIPUY.OB,02-Jul-2021,19.67,19.87,19,19.87,3300
AIQUY.OB,02-Jul-2021,34.98,35.24,34.87,35.15,108800
AIRRF.OB,02-Jul-2021,0.801,0.82,0.801,0.8136,33700
AIRYY.OB,02-Jul-2021,14.15,14.15,14.15,14.15,200
AISSF.OB,02-Jul-2021,0.0621,0.0679,0.0621,0.064,600
AITX.OB,02-Jul-2021,0.056,0.0598,0.0555,0.0588,32653800
AIVN.OB,02-Jul-2021,0.0149,0.0169,0.0149,0.0169,5100
AIXN.OB,02-Jul-2021,4,4,4,4,200
AIXXF.OB,02-Jul-2021,26.4,27.15,26.4,26.72,13600
AJIA.OB,02-Jul-2021,1.25,2.5,0.76,2.5,1700
AJINY.OB,02-Jul-2021,26.08,26.08,25.77,25.98,4200
AJOY.OB,02-Jul-2021,0.0581,0.0591,0.0581,0.0591,5000
AKBLF.OB,02-Jul-2021,487,487,487,487,100
AKBTY.OB,02-Jul-2021,1.3,1.3,1.23,1.23,16700
AKCCF.OB,02-Jul-2021,2.35,2.44,2.3,2.3,10100
AKRFF.OB,02-Jul-2021,0.2046,0.2046,0.2046,0.2046,200
AKRRF.OB,02-Jul-2021,6.89,7.09,6.89,7.09,200
AKTAF.OB,02-Jul-2021,1.0822,1.0822,1.0822,1.0822,2200
AKZOF.OB,02-Jul-2021,121.24,122.1874,121.24,122.1874,7600
AKZOY.OB,02-Jul-2021,40.93,41.16,40.5,40.75,72500
ALBBY.OB,02-Jul-2021,43.3,43.3,43.3,43.3,200
ALBHF.OB,02-Jul-2021,2.16,2.16,2.13,2.13,4000
ALBKY.OB,02-Jul-2021,0.3014,0.305,0.2955,0.301,31400
ALEAF.OB,02-Jul-2021,0.3296,0.3428,0.323,0.3408,113000
ALFFF.OB,02-Jul-2021,0.7001,0.7001,0.7001,0.7001,300
ALFVY.OB,02-Jul-2021,35.99,36.25,35.9201,36.22,16100
ALID.OB,02-Jul-2021,1.05,1.11,1.05,1.085,9200
ALIF.OB,02-Jul-2021,0.021,0.044,0.021,0.0321,226500
ALIZF.OB,02-Jul-2021,250.3,254.05,250.3,252.525,100
ALIZY.OB,02-Jul-2021,25.19,25.26,25.06,25.19,61900
ALKEF.OB,02-Jul-2021,0.86,0.86,0.8453,0.8453,2500
ALKHF.OB,02-Jul-2021,0.0602,0.0602,0.0602,0.0602,500
ALKM.OB,02-Jul-2021,0.0019,0.0019,0.0017,0.0019,30029000
ALKN.OB,02-Jul-2021,0.0092,0.0092,0.0092,0.0092,5000
ALLIF.OB,02-Jul-2021,0.61,0.6104,0.5901,0.6,329000
ALLM.OB,02-Jul-2021,0.3035,0.3135,0.3,0.3,87300
ALLQ.OB,02-Jul-2021,0.1205,0.16,0.1205,0.14,24000
ALLXF.OB,02-Jul-2021,1.61,1.754,1.6063,1.62,30800
ALME.OB,02-Jul-2021,0.0002,0.0002,0.0002,0.0002,700
ALMMF.OB,02-Jul-2021,0.5767,0.5767,0.5767,0.5767,200
ALMTF.OB,02-Jul-2021,0.8278,0.83,0.801,0.83,6100
ALNPY.OB,02-Jul-2021,4.88,4.88,4.76,4.76,4700
ALPIB.OB,02-Jul-2021,40,40.95,40,40.95,100
ALPMY.OB,02-Jul-2021,17.225,17.31,17.21,17.24,31300
ALPP.OB,02-Jul-2021,3.3,3.3,3.17,3.21,293200
ALRT.OB,02-Jul-2021,0.0642,0.0642,0.06,0.0606,32300
ALSI.OB,02-Jul-2021,0.009,0.009,0.009,0.009,9800
ALSMY.OB,02-Jul-2021,5.03,5.07,5.0064,5.055,161400
ALST.OB,02-Jul-2021,0.05,0.05,0.0386,0.04,80600
ALTAF.OB,02-Jul-2021,0.0061,0.0061,0.006,0.006,2000
ALTD.OB,02-Jul-2021,0.1951,0.1958,0.185,0.185,64100
ALTMW.OB,02-Jul-2021,0.042,0.042,0.042,0.042,1000
ALTPF.OB,02-Jul-2021,0.2107,0.2107,0.2107,0.2107,300
ALTUF.OB,02-Jul-2021,0.88,0.88,0.88,0.88,1000
ALTX.OB,02-Jul-2021,0.154,0.154,0.0901,0.0901,300
ALVLF.OB,02-Jul-2021,0.3109,0.319,0.3089,0.3089,14200
ALVOF.OB,02-Jul-2021,0.8,0.8,0.8,0.8,10000
ALVRQ.OB,02-Jul-2021,0.0101,0.0101,0.0101,0.0101,100
ALXEF.OB,02-Jul-2021,0.063,0.074,0.063,0.0684,27200
ALYI.OB,02-Jul-2021,0.0532,0.0536,0.0495,0.051,8684800
AMADF.OB,02-Jul-2021,70.85,70.85,70.66,70.66,4800
AMADY.OB,02-Jul-2021,70.57,71.25,70.3,71.17,37000
AMAZ.OB,02-Jul-2021,0.0079,0.0089,0.0078,0.0089,830700
AMBBY.OB,02-Jul-2021,34.3,34.54,34.05,34.15,6200
AMBK.OB,02-Jul-2021,15.37,15.37,15.37,15.37,300
AMBS.OB,02-Jul-2021,0.0086,0.0086,0.0063,0.0075,2316400
AMBZ.OB,02-Jul-2021,42.26,42.35,41.6,41.6,28300
AMCF.OB,02-Jul-2021,0.051,0.0511,0.051,0.0511,300
AMEN.OB,02-Jul-2021,400,400,388,388,100
AMFL.OB,02-Jul-2021,0.66,0.665,0.6,0.6,37500
AMHG.OB,02-Jul-2021,0.545,0.56,0.53,0.56,5700
AMHPF.OB,02-Jul-2021,0.8133,0.8133,0.8133,0.8133,1200
AMIH.OB,02-Jul-2021,0.113,0.12,0.11,0.1175,65000
AMIN.OB,02-Jul-2021,0.081,0.081,0.081,0.081,100
AMKAF.OB,02-Jul-2021,2820,2890.1,2820,2890.1,100
AMKBF.OB,02-Jul-2021,2900,2900,2875.95,2875.95,100
AMKBY.OB,02-Jul-2021,14.45,14.64,14.43,14.54,80100
AMLH.OB,02-Jul-2021,0.0018,0.0026,0.0018,0.0023,305907800
AMLM.OB,02-Jul-2021,0.34,0.3584,0.33,0.3418,30000
AMLYY.OB,02-Jul-2021,3.26,3.26,3.26,3.26,1000
AMMCF.OB,02-Jul-2021,0.03,0.03,0.03,0.03,2000
AMMJ.OB,02-Jul-2021,0.2,0.2,0.1708,0.18,211600
AMMPF.OB,02-Jul-2021,1.14,1.14,1.05,1.07,444500
AMNE.OB,02-Jul-2021,0.0001,0.0001,0.0001,0.0001,3000000
AMNF.OB,02-Jul-2021,3.56,3.585,3.46,3.54,8300
AMNL.OB,02-Jul-2021,0.0231,0.0253,0.023,0.0243,220200
AMNP.OB,02-Jul-2021,0.0448,0.045,0.042,0.045,5800
AMNZF.OB,02-Jul-2021,0.24,0.24,0.04,0.05,21500
AMSA.OB,02-Jul-2021,0.2,0.2,0.15,0.15,600
AMSLF.OB,02-Jul-2021,0.0169,0.017,0.015,0.017,18200
AMSSY.OB,02-Jul-2021,10.3,10.38,10.23,10.38,11800
AMTCQ.OB,02-Jul-2021,0.0101,0.0101,0.0101,0.0101,200
AMTY.OB,02-Jul-2021,0.089,0.09,0.089,0.0895,1300
AMWK.OB,02-Jul-2021,0.036,0.036,0.036,0.036,10700
AMXEF.OB,02-Jul-2021,1.97,1.9884,1.91,1.9884,38500
AMYZF.OB,02-Jul-2021,1.08,1.08,1,1.06,467000
ANAS.OB,02-Jul-2021,0.0445,0.0445,0.0432,0.0432,5000
ANAV.OB,02-Jul-2021,0.28,0.28,0.28,0.28,500
ANCTF.OB,02-Jul-2021,38.2944,38.2944,38.2944,38.2944,500
ANCUF.OB,02-Jul-2021,36.76,37.99,36.76,37.99,17100
ANDD.OB,02-Jul-2021,0.0043,0.0043,0.0043,0.0043,20500
ANDI.OB,02-Jul-2021,0.0007,0.0007,0.0006,0.0007,2590000
ANDR.OB,02-Jul-2021,0.0438,0.0448,0.0438,0.0448,200
ANFGF.OB,02-Jul-2021,19.97,20,19.73,19.73,1500
ANGPY.OB,02-Jul-2021,19.58,19.79,19.58,19.6,3800
ANGVF.OB,02-Jul-2021,0.77,0.7731,0.7647,0.7647,1500
ANKOF.OB,02-Jul-2021,0.0536,0.0536,0.0536,0.0536,2800
ANLDF.OB,02-Jul-2021,0.1102,0.1152,0.1043,0.1096,38800
ANNSF.OB,02-Jul-2021,165.65,165.65,165.65,165.65,100
ANPDF.OB,02-Jul-2021,23,23.07,23,23.07,1800
ANPDY.OB,02-Jul-2021,571.805,577.9391,565.67,569.67,100
ANTCF.OB,02-Jul-2021,0.0763,0.0763,0.0611,0.0763,11600
ANTGF.OB,02-Jul-2021,0.27,0.2719,0.27,0.2719,8000
ANXGF.OB,02-Jul-2021,0.75,0.7515,0.75,0.75,13300
ANYYY.OB,02-Jul-2021,16.43,16.77,16.43,16.61,35500
ANZBY.OB,02-Jul-2021,21.215,21.36,21.21,21.33,31900
ANZFF.OB,02-Jul-2021,1.062,1.08,1.062,1.08,1100
AOBI.OB,02-Jul-2021,3,3,1.5,1.75,1100
AOCIF.OB,02-Jul-2021,42,42,42,42,1000
AOIFF.OB,02-Jul-2021,0.99,0.999,0.987,0.999,54500
AOLS.OB,02-Jul-2021,0.0061,0.0068,0.005,0.0068,171900
AONNY.OB,02-Jul-2021,27.32,27.32,26.465,26.465,2000
AOTVF.OB,02-Jul-2021,1.03,1.07,1.01,1.0148,153800
AOVTF.OB,02-Jul-2021,0.003,0.003,0.003,0.003,83300
AOXG.OB,02-Jul-2021,0.017,0.017,0.017,0.017,1000
AOXY.OB,02-Jul-2021,0.25,0.26,0.25,0.26,600
APAAF.OB,02-Jul-2021,0.76,0.7682,0.7071,0.7598,75400
APCOF.OB,02-Jul-2021,0.0477,0.0477,0.0477,0.0477,10000
APCX.OB,02-Jul-2021,1.39,1.56,1.39,1.56,500
APELY.OB,02-Jul-2021,21.45,21.45,20.33,20.33,500
APEOF.OB,02-Jul-2021,0.05,0.05,0.05,0.05,6800
APETF.OB,02-Jul-2021,0.5485,0.55,0.5485,0.55,8500
APGI.OB,02-Jul-2021,0.0103,0.0169,0.0102,0.0139,3400
APGMF.OB,02-Jul-2021,0.435,0.435,0.3748,0.4138,35600
APGOF.OB,02-Jul-2021,0.71,0.71,0.71,0.71,4500
APHE.OB,02-Jul-2021,5.3,5.75,5.3,5.75,600
APLD.OB,02-Jul-2021,1.88,1.99,1.75,1.91,26200
APLIF.OB,02-Jul-2021,0.6012,0.6012,0.5685,0.5685,5700
APLO.OB,02-Jul-2021,41.5,41.5,41.5,41.5,400
APMCF.OB,02-Jul-2021,0.15,0.151,0.15,0.151,1500
APMFF.OB,02-Jul-2021,0.1069,0.1069,0.1069,0.1069,8000
APNHY.OB,02-Jul-2021,11.013,11.013,11.013,11.013,2400
APPM.OB,02-Jul-2021,0.07,0.07,0.011,0.011,10400
APPZ.OB,02-Jul-2021,0.0005,0.0005,0.0004,0.0004,37144100
APQT.OB,02-Jul-2021,0.2199,0.2199,0.2199,0.2199,500
APRU.OB,02-Jul-2021,0.0063,0.0065,0.0059,0.0059,1427100
APSI.OB,02-Jul-2021,0.2435,0.2435,0.19,0.1946,49400
APTY.OB,02-Jul-2021,0.0165,0.0189,0.015,0.0174,101444700
APVS.OB,02-Jul-2021,0.0043,0.0043,0.0043,0.0043,700
APWL.OB,02-Jul-2021,0.03,0.04,0.03,0.04,66000
APYP.OB,02-Jul-2021,0.0038,0.0041,0.0037,0.0041,58783100
APYRF.OB,02-Jul-2021,36.21,36.486,36.21,36.486,200
AQARF.OB,02-Jul-2021,0.068,0.068,0.0675,0.0675,7200
AQFD.OB,02-Jul-2021,0.0101,0.0101,0.0101,0.0101,600
AQFH.OB,02-Jul-2021,20.5,20.5,20.4,20.4,6500
AQSP.OB,02-Jul-2021,4.0001,4.0001,3.72,3.75,1400
AQUI.OB,02-Jul-2021,0.28,0.28,0.28,0.28,2800
ARAFF.OB,02-Jul-2021,0.0903,0.099,0.0903,0.099,340700
ARAT.OB,02-Jul-2021,1.6,1.6,1.25,1.57,1700
ARBKF.OB,02-Jul-2021,1.779,1.78,1.71,1.745,294000
ARBTF.OB,02-Jul-2021,0.124,0.1314,0.124,0.1314,12000
ARCS.OB,02-Jul-2021,0.0001,0.0001,0.0001,0.0001,2200
ARCVF.OB,02-Jul-2021,41.4,41.4,41.4,41.4,800
ARCW.OB,02-Jul-2021,1.4,1.41,1.4,1.41,300
AREB.OB,02-Jul-2021,0.099,0.099,0.096,0.0975,78800
ARESF.OB,02-Jul-2021,9.18,9.3,9.18,9.3,4700
ARFXF.OB,02-Jul-2021,0.174,0.1787,0.1737,0.1762,156300
ARGC.OB,02-Jul-2021,2,2,2,2,200
ARGGY.OB,02-Jul-2021,26.0101,26.25,25.94,26.25,5200
ARGL.OB,02-Jul-2021,0.01,0.01,0.01,0.01,10000
ARGQ.OB,02-Jul-2021,0.0054,0.0055,0.005,0.0054,538500
ARGTF.OB,02-Jul-2021,5.0502,5.1001,4.7603,5.1001,27600
ARGYF.OB,02-Jul-2021,1.84,1.85,1.6682,1.85,43700
ARHH.OB,02-Jul-2021,2.27,2.27,2.148,2.216,21800
ARHTF.OB,02-Jul-2021,0.21,0.21,0.1975,0.205,63300
ARHVF.OB,02-Jul-2021,0.56,0.56,0.55,0.55,17300
ARIZF.OB,02-Jul-2021,0.1456,0.1456,0.1456,0.1456,1000
ARMZF.OB,02-Jul-2021,13.5434,13.7373,13.5434,13.5434,800
ARNGF.OB,02-Jul-2021,2.54,2.54,2.38,2.44,29500
ARREF.OB,02-Jul-2021,0.94,0.999,0.94,0.999,92400
ARRPY.OB,02-Jul-2021,13.25,13.25,13.25,13.25,200
ARRRF.OB,02-Jul-2021,0.4146,0.422,0.4146,0.42,8500
ARRXF.OB,02-Jul-2021,0.7691,0.7721,0.7691,0.772,6200
ARSC.OB,02-Jul-2021,0.02,0.02,0.01,0.01,30200
ARSMF.OB,02-Jul-2021,0.608,0.608,0.57,0.5784,101600
ARSN.OB,02-Jul-2021,0.0025,0.0026,0.0023,0.0024,15729000
ARST.OB,02-Jul-2021,0.0001,0.0001,0.0001,0.0001,5181900
