Symbol,Date,Open,High,Low,Close,Volume
CHKIF.OB,02-Jul-2021,0.62,0.62,0.599,0.62,10200
CHKKF.OB,02-Jul-2021,0.281,0.281,0.2541,0.2638,51000
CHKR.OB,02-Jul-2021,0.7799,0.7799,0.75,0.77,37100
CHLE.OB,02-Jul-2021,0.0287,0.0287,0.0286,0.0286,20000
CHMJF.OB,02-Jul-2021,0.0491,0.0536,0.0491,0.0529,11600
CHNC.OB,02-Jul-2021,0.0021,0.0022,0.0018,0.0019,7360700
CHOOF.OB,02-Jul-2021,0.0605,0.062,0.058,0.06,358600
CHPGF.OB,02-Jul-2021,3.48,3.48,3.385,3.385,1200
CHPXF.OB,02-Jul-2021,3.08,3.08,3.08,3.08,1400
CHRRF.OB,02-Jul-2021,3.7958,3.8,3.7958,3.8,3200
CHRYY.OB,02-Jul-2021,21.51,21.51,21.51,21.51,100
CHSH.OB,02-Jul-2021,0.0023,0.0024,0.0023,0.0024,500000
CHSO.OB,02-Jul-2021,0.65,0.7,0.65,0.7,2800
CHUCD.OB,02-Jul-2021,0.28,0.33,0.265,0.2651,51700
CHWE.OB,02-Jul-2021,0.0043,0.0043,0.0043,0.0043,10400
CHWRF.OB,02-Jul-2021,0.1375,0.1375,0.1375,0.1375,1500
CHWWF.OB,02-Jul-2021,10.54,10.54,10.54,10.54,500
CHXMF.OB,02-Jul-2021,0.7156,0.7397,0.7156,0.728,55300
CHYHY.OB,02-Jul-2021,23.88,23.88,23.27,23.27,15600
CHYPF.OB,02-Jul-2021,0.3112,0.3119,0.3112,0.3119,500
CIADF.OB,02-Jul-2021,5.875,5.875,5.875,5.875,500
CIADY.OB,02-Jul-2021,58.3985,58.3985,58.3985,58.3985,500
CIAFF.OB,02-Jul-2021,4.96,4.99,4.9509,4.96,3400
CIBEY.OB,02-Jul-2021,3.29,3.33,3.25,3.29,51600
CIBH.OB,02-Jul-2021,26,26,26,26,500
CICHF.OB,02-Jul-2021,0.7752,0.7752,0.7752,0.7752,12000
CICHY.OB,02-Jul-2021,15.38,15.655,15.38,15.655,68800
CICOF.OB,02-Jul-2021,2.535,2.59,2.535,2.59,21800
CICOY.OB,02-Jul-2021,13.34,15,13.22,13.8,12300
CIHKY.OB,02-Jul-2021,41.5,41.5,40.8375,40.87,19500
CIIHY.OB,02-Jul-2021,24.89,24.89,24.89,24.89,400
CIIT.OB,02-Jul-2021,1.5,1.5,1.5,1.5,100
CIIX.OB,02-Jul-2021,0.0344,0.0344,0.0344,0.0344,1000
CIND.OB,02-Jul-2021,0.0028,0.0028,0.0028,0.0028,200000
CINGF.OB,02-Jul-2021,0.0987,0.1059,0.0987,0.1,17500
CIOXY.OB,02-Jul-2021,0.7592,0.7592,0.71,0.715,36500
CIRX.OB,02-Jul-2021,0.0515,0.0515,0.0515,0.0515,1300
CISO.OB,02-Jul-2021,11,40.32,9,10,4000
CITAF.OB,02-Jul-2021,0.2,0.2,0.2,0.2,500
CIVX.OB,02-Jul-2021,0.006,0.0075,0.006,0.0064,21116300
CJCFF.OB,02-Jul-2021,0.2025,0.2025,0.2025,0.2025,600
CJEWY.OB,02-Jul-2021,22.155,22.83,22.155,22.33,1000
CJPRY.OB,02-Jul-2021,15.43,15.43,15.18,15.36,33100
CJRCF.OB,02-Jul-2021,1.1,1.1,0.95,0.95,5800
CJREF.OB,02-Jul-2021,5.35,5.35,4.98,4.98,16200
CKHUY.OB,02-Jul-2021,7.7,7.72,7.7,7.72,152100
CKISF.OB,02-Jul-2021,6.04,6.04,6.04,6.04,2500
CKYS.OB,02-Jul-2021,0.0001,0.0001,0.0001,0.0001,1250000
CLABF.OB,02-Jul-2021,0.476,0.5065,0.4587,0.4632,245600
CLASF.OB,02-Jul-2021,0.7732,0.7732,0.7732,0.7732,1600
CLBEY.OB,02-Jul-2021,5.75,5.76,5.75,5.76,700
CLCFF.OB,02-Jul-2021,0.42,0.42,0.405,0.41,20500
CLCN.OB,02-Jul-2021,0.13,0.15,0.13,0.15,32000
CLCS.OB,02-Jul-2021,1.85,1.85,1.85,1.85,100
CLGCF.OB,02-Jul-2021,0.6507,0.6507,0.6262,0.6295,10300
CLGPF.OB,02-Jul-2021,0.4201,0.4201,0.4201,0.4201,100
CLGUF.OB,02-Jul-2021,0.562,0.6,0.528,0.55,96700
CLHI.OB,02-Jul-2021,0.1752,0.185,0.16,0.1754,239100
CLIGF.OB,02-Jul-2021,8.6,8.6,8.6,8.6,300
CLIS.OB,02-Jul-2021,0.121,0.142,0.12,0.1401,742200
CLKXF.OB,02-Jul-2021,17.7056,17.7056,17.7056,17.7056,100
CLLDY.OB,02-Jul-2021,5.5405,5.6,5.45,5.45,9800
CLLNY.OB,02-Jul-2021,31.905,32.65,31.89,32.25,48600
CLLXF.OB,02-Jul-2021,3.69,3.8,3.5971,3.691,27300
CLNFF.OB,02-Jul-2021,48.1047,48.1047,48.1047,48.1047,100
CLNH.OB,02-Jul-2021,2.85,2.95,2.85,2.95,4200
CLNV.OB,02-Jul-2021,0.055,0.055,0.0321,0.0395,8791700
CLNXF.OB,02-Jul-2021,64.25,64.25,64.25,64.25,7700
CLOK.OB,02-Jul-2021,0.205,0.205,0.1811,0.201,110700
CLOQ.OB,02-Jul-2021,0.3811,0.4,0.3634,0.3634,17800
CLOW.OB,02-Jul-2021,0.16,0.1655,0.15,0.1655,73100
CLPBF.OB,02-Jul-2021,164.5435,164.5435,164.5435,164.5435,100
CLPBY.OB,02-Jul-2021,16.42,16.54,16.42,16.54,28500
CLPHF.OB,02-Jul-2021,10.15,10.15,9.77,9.77,1900
CLPHY.OB,02-Jul-2021,9.8,10.01,9.8,9.95,42900
CLPXY.OB,02-Jul-2021,17.124,17.28,16.51,16.52,26900
CLRI.OB,02-Jul-2021,0.069,0.07,0.069,0.07,7800
CLRMF.OB,02-Jul-2021,0.2347,0.2441,0.2299,0.2441,44900
CLSH.OB,02-Jul-2021,0.21,0.21,0.1905,0.2,33700
CLTH.OB,02-Jul-2021,0.0189,0.019,0.0189,0.019,10000
CLTS.OB,02-Jul-2021,0.0101,0.011,0.01,0.011,88400
CLUBQ.OB,02-Jul-2021,0.165,0.18,0.165,0.17,15900
CLWD.OB,02-Jul-2021,0.0205,0.0219,0.0197,0.0212,4644300
CLWY.OB,02-Jul-2021,15.06,15.6,15.06,15.25,500
CLXPF.OB,02-Jul-2021,2.22,2.22,2.0898,2.12,360300
CMCLF.OB,02-Jul-2021,0.6019,0.6048,0.5883,0.5883,12700
CMCXF.OB,02-Jul-2021,0.1071,0.11,0.099,0.1046,130900
CMCZ.OB,02-Jul-2021,0.1,0.1,0.1,0.1,11900
CMDXF.OB,02-Jul-2021,4.21,4.21,4.21,4.21,300
CMGO.OB,02-Jul-2021,0.0136,0.0137,0.0131,0.0136,426000
CMGR.OB,02-Jul-2021,5.88,6.465,5.2,5.39,118800
CMKI.OB,02-Jul-2021,0.088,0.088,0.088,0.088,3300
CMPD.OB,02-Jul-2021,0.21,0.21,0.21,0.21,100
CMPGF.OB,02-Jul-2021,22.0811,22.0811,22.0811,22.0811,300
CMPGY.OB,02-Jul-2021,22.02,22.5,22.02,22.31,45000
CMRZF.OB,02-Jul-2021,0.2041,0.2092,0.2041,0.209,8600
CMSEP.OB,02-Jul-2021,25.28,25.4,25.22,25.4,40900
CMSQY.OB,02-Jul-2021,12.45,12.72,12.45,12.72,500
CMWAY.OB,02-Jul-2021,74.61,75.21,74.3655,74.85,17400
CMXC.OB,02-Jul-2021,0.26,0.2694,0.24,0.2548,27800
CMXHF.OB,02-Jul-2021,210.61,214.1135,210.61,214.1135,100
CNABQ.OB,02-Jul-2021,0.0101,0.0103,0.01,0.01,78200
CNBB.OB,02-Jul-2021,43.25,44.8,43.1,44.15,2900
CNBI.OB,02-Jul-2021,0.0211,0.0795,0.0211,0.055,125400
CNBN.OB,02-Jul-2021,21.5,21.5,21.5,21.5,1100
CNBW.OB,02-Jul-2021,82,82,82,82,100
CNBX.OB,02-Jul-2021,0.1887,0.19,0.1825,0.184,87300
CNCT.OB,02-Jul-2021,0.0246,0.0249,0.0197,0.0225,104500
CNER.OB,02-Jul-2021,0.046,0.046,0.046,0.046,500
CNFHF.OB,02-Jul-2021,0.1753,0.1759,0.1699,0.17,118100
CNFN.OB,02-Jul-2021,0.12,0.128,0.1199,0.12,24200
CNGGF.OB,02-Jul-2021,0.3229,0.3242,0.3012,0.3242,3500
CNGT.OB,02-Jul-2021,0.0365,0.0382,0.0322,0.0382,1243900
CNHC.OB,02-Jul-2021,0.0265,0.0296,0.024,0.0244,343300
CNIKF.OB,02-Jul-2021,2.95,2.95,2.86,2.9099,18500
CNLPL.OB,02-Jul-2021,59.65,59.65,59.65,59.65,200
CNNA.OB,02-Jul-2021,0.0156,0.0156,0.0136,0.0155,72100
CNNC.OB,02-Jul-2021,0.1679,0.1679,0.126,0.137,1273200
CNND.OB,02-Jul-2021,247,247,247,247,100
CNNEF.OB,02-Jul-2021,2.7,2.72,2.7,2.708,4500
CNNWF.OB,02-Jul-2021,1.19,1.19,1.14,1.19,18600
CNNXF.OB,02-Jul-2021,0.0251,0.0291,0.025,0.0291,11000
CNONF.OB,02-Jul-2021,0.5465,0.5636,0.541,0.5636,12500
CNPOF.OB,02-Jul-2021,1.7,1.8199,1.687,1.76,83100
CNRIF.OB,02-Jul-2021,0.145,0.1484,0.145,0.1484,3500
CNRR.OB,02-Jul-2021,0.05,0.05,0.05,0.05,6900
CNSC.OB,02-Jul-2021,0.5,0.5,0.5,0.5,1000
CNSUF.OB,02-Jul-2021,0.11,0.116,0.1014,0.11,33300
CNSWF.OB,02-Jul-2021,1529.96,1538.604,1522.92,1531.43,1100
CNTFY.OB,02-Jul-2021,0.081,0.081,0.081,0.081,800
CNTHP.OB,02-Jul-2021,61.98,61.98,61.98,61.98,100
CNTMF.OB,02-Jul-2021,1,1,0.944,0.96,156600
CNTTQ.OB,02-Jul-2021,0.555,0.56,0.53,0.559,62000
CNVCF.OB,02-Jul-2021,0.31,0.31,0.23,0.265,70500
CNYCF.OB,02-Jul-2021,0.0604,0.0604,0.0524,0.0524,40400
COBAF.OB,02-Jul-2021,0.2342,0.2342,0.2165,0.2342,600
COBCF.OB,02-Jul-2021,0.0378,0.041,0.0359,0.038,37200
COCBF.OB,02-Jul-2021,0.0046,0.0054,0.0046,0.0049,37800
CODGF.OB,02-Jul-2021,66.9183,66.9183,66.9183,66.9183,14100
CODYY.OB,02-Jul-2021,13.295,13.37,13.29,13.37,40400
COFE.OB,02-Jul-2021,0.052,0.052,0.052,0.052,3000
COGNY.OB,02-Jul-2021,0.81,0.84,0.7968,0.81,19200
COGZF.OB,02-Jul-2021,1.119,1.14,1.119,1.14,5700
COHG.OB,02-Jul-2021,0.175,0.187,0.175,0.187,600
COIHY.OB,02-Jul-2021,51.68,51.82,51.68,51.82,1500
COIL.OB,02-Jul-2021,0.0415,0.0415,0.035,0.035,7000
COLDF.OB,02-Jul-2021,0.7231,0.7231,0.7231,0.7231,2000
CONXF.OB,02-Jul-2021,0.8443,0.9048,0.84,0.88,114100
COPHF.OB,02-Jul-2021,0.1399,0.1399,0.11,0.138,110500
COPRF.OB,02-Jul-2021,0.045,0.0617,0.045,0.051,24200
CORG.OB,02-Jul-2021,0.4,0.449,0.37,0.449,30100
COSG.OB,02-Jul-2021,4.5,4.5,4.5,4.5,100
COSLF.OB,02-Jul-2021,0.025,0.025,0.0211,0.0211,32000
COSM.OB,02-Jul-2021,5.48,5.48,5.36,5.405,1700
COTRP.OB,02-Jul-2021,0.0828,0.0828,0.0828,0.0828,3500
COUV.OB,02-Jul-2021,0.04,0.136,0.04,0.13,63300
COVTY.OB,02-Jul-2021,32.93,33.185,32.788,32.82,17700
COWI.OB,02-Jul-2021,0.0019,0.0021,0.0017,0.002,168523500
CPAMF.OB,02-Jul-2021,1.62,1.62,1.62,1.62,100
CPBLF.OB,02-Jul-2021,9.95,9.95,9.95,9.95,900
CPCAF.OB,02-Jul-2021,0.872,0.872,0.872,0.872,500
CPCAY.OB,02-Jul-2021,4.28,4.3,4.27,4.28,7500
CPFXF.OB,02-Jul-2021,0.35,0.35,0.339,0.3444,43800
CPIVF.OB,02-Jul-2021,0.1535,0.17,0.15,0.1533,27800
CPKPY.OB,02-Jul-2021,2.81,2.81,2.81,2.81,3100
CPLCF.OB,02-Jul-2021,503.472,503.472,503.472,503.472,700
CPMD.OB,02-Jul-2021,0.05,0.05,0.04,0.04,505200
CPMV.OB,02-Jul-2021,2.25,2.54,2,2,2200
CPNFF.OB,02-Jul-2021,0.3023,0.3115,0.2989,0.302,17800
CPPKF.OB,02-Jul-2021,0.328,0.3749,0.3253,0.3736,35900
CPPMF.OB,02-Jul-2021,2.935,2.96,2.88,2.95,139200
CPPXF.OB,02-Jul-2021,0.01,0.01,0.01,0.01,1000
CPQQ.OB,02-Jul-2021,0.01,0.01,0.01,0.01,500
CPSL.OB,02-Jul-2021,0.0173,0.0191,0.0172,0.019,15722500
CPWHF.OB,02-Jul-2021,14.6095,14.65,14.603,14.603,1600
CPWR.OB,02-Jul-2021,0.0231,0.0235,0.0231,0.0235,12000
CPXWF.OB,02-Jul-2021,33,33,32.9775,32.9775,500
CPYJ.OB,02-Jul-2021,0.0062,0.0076,0.0062,0.0063,61100
CPYYY.OB,02-Jul-2021,2.86,2.88,2.84,2.84,3800
CRARY.OB,02-Jul-2021,6.98,7.05,6.9415,6.97,24400
CRBO.OB,02-Jul-2021,3.25,3.45,3.25,3.45,300
CRBTF.OB,02-Jul-2021,1.2877,1.42,1.24,1.29,202600
CRCUF.OB,02-Jul-2021,0.4125,0.4205,0.4122,0.4205,9800
CRCW.OB,02-Jul-2021,2.4,2.8,2.4,2.535,2600
CRDOF.OB,02-Jul-2021,1.08,1.135,1.08,1.13,5600
CRECF.OB,02-Jul-2021,1.0743,1.09,1.0305,1.0552,64600
CREQF.OB,02-Jul-2021,0.1172,0.1172,0.1172,0.1172,100
CRERF.OB,02-Jul-2021,20.05,20.05,20.05,20.05,100
CRFTF.OB,02-Jul-2021,0.0438,0.0462,0.04,0.0422,76700
CRGE.OB,02-Jul-2021,3.67,3.89,3.62,3.89,39500
CRGP.OB,02-Jul-2021,0.0042,0.005,0.0041,0.005,3830700
CRGS.OB,02-Jul-2021,0.0117,0.0128,0.0105,0.0128,6900
CRHCF.OB,02-Jul-2021,50.5,50.5,50.5,50.5,1800
CRHKY.OB,02-Jul-2021,17.3,17.3,16.9,16.9,1700
CRKM.OB,02-Jul-2021,2,3.8,2,3.8,1300
CRLBF.OB,02-Jul-2021,11.29,11.52,11.26,11.32,265400
CRLFF.OB,02-Jul-2021,2.8609,2.9,2.7825,2.79,16500
CRLKP.OB,02-Jul-2021,24.05,24.05,24.05,24.05,100
CRLWF.OB,02-Jul-2021,4.25,4.81,4.25,4.5,900
CRMBQ.OB,02-Jul-2021,0.1,0.1,0.07,0.07,63900
CRMK.OB,02-Jul-2021,0.0398,0.0398,0.0398,0.0398,900
CRPOF.OB,02-Jul-2021,0.55,0.55,0.55,0.55,1000
CRRFY.OB,02-Jul-2021,4.02,4.05,4.01,4.01,34400
CRRVF.OB,02-Jul-2021,0.0182,0.0182,0.0182,0.0182,200
CRSM.OB,02-Jul-2021,0.0087,0.0094,0.0087,0.0094,492500
CRSS.OB,02-Jul-2021,46,46,44.95,46,1200
CRSTF.OB,02-Jul-2021,0.1113,0.125,0.1113,0.12,40000
CRSXF.OB,02-Jul-2021,0.333,0.36,0.333,0.36,10600
CRTG.OB,02-Jul-2021,0.1201,0.123,0.115,0.1193,91700
CRTIF.OB,02-Jul-2021,0.11,0.1161,0.11,0.1161,9000
CRTL.OB,02-Jul-2021,0.038,0.038,0.028,0.0281,61000
CRTPF.OB,02-Jul-2021,2.35,2.42,2.35,2.42,15100
CRTSF.OB,02-Jul-2021,92.75,92.75,92.75,92.75,100
CRUCF.OB,02-Jul-2021,0.1071,0.11,0.1,0.104,118500
CRVW.OB,02-Jul-2021,0.1599,0.1799,0.1506,0.164,41200
CRWG.OB,02-Jul-2021,0.012,0.0209,0.0104,0.0145,2292300
CRXM.OB,02-Jul-2021,0.0431,0.047,0.041,0.047,1104800
CRXPF.OB,02-Jul-2021,0.0681,0.069,0.0681,0.069,31400
CRYBF.OB,02-Jul-2021,0.31,0.31,0.25,0.2551,215200
CRYO.OB,02-Jul-2021,0.29,0.339,0.2101,0.309,102800
CRZBY.OB,02-Jul-2021,7.07,7.08,6.99,7.03,25500
CSBI.OB,02-Jul-2021,0.075,0.075,0.075,0.075,9200
CSFFF.OB,02-Jul-2021,4.35,4.3718,4.191,4.343,19900
CSGKF.OB,02-Jul-2021,10.41,10.425,10.32,10.3701,14200
CSLI.OB,02-Jul-2021,0.0107,0.011,0.0096,0.0102,1604100
CSLLY.OB,02-Jul-2021,107.029,107.23,106.238,106.78,61500
CSOC.OB,02-Jul-2021,0.08,0.08,0.074,0.08,787700
CSOL.OB,02-Jul-2021,0.066,0.066,0.056,0.056,1200
CSPCY.OB,02-Jul-2021,5.82,5.82,5.51,5.51,69100
CSQPF.OB,02-Jul-2021,13.3924,13.4001,13.3656,13.38,2000
CSRNF.OB,02-Jul-2021,0.3056,0.3127,0.3,0.3127,6200
CSSI.OB,02-Jul-2021,0.018,0.018,0.018,0.018,7000
CSSV.OB,02-Jul-2021,0.003,0.0065,0.003,0.0065,20000
CSTNL.OB,02-Jul-2021,440.02,442.3,440,442.3,11500
CSUAY.OB,02-Jul-2021,7.89,7.89,7.65,7.685,12000
CSUI.OB,02-Jul-2021,0.065,0.074,0.0631,0.0631,6300
CSVI.OB,02-Jul-2021,55,55.75,55,55.75,101100
CSXXY.OB,02-Jul-2021,31.95,31.95,31.95,31.95,700
CSYJF.OB,02-Jul-2021,0.4007,0.4007,0.4007,0.4007,100
CSYS.OB,02-Jul-2021,0.0001,0.0001,0.0001,0.0001,100
CTABF.OB,02-Jul-2021,0.6932,0.7148,0.6932,0.697,4500
CTAM.OB,02-Jul-2021,7,7,7,7,100
CTARF.OB,02-Jul-2021,0.0127,0.0144,0.0121,0.0144,116400
CTBG.OB,02-Jul-2021,0.1889,0.19,0.1889,0.19,10000
CTBK.OB,02-Jul-2021,0.0111,0.0169,0.0111,0.0169,1400
CTCGF.OB,02-Jul-2021,0.393,0.393,0.3759,0.388,41300
CTGL.OB,02-Jul-2021,0.027,0.04,0.027,0.04,1200
CTGO.OB,02-Jul-2021,22,22,22,22,100
CTHZ.OB,02-Jul-2021,0.0103,0.0103,0.0103,0.0103,2400
CTLED.OB,02-Jul-2021,0.056,0.056,0.05,0.055,51400
CTMCF.OB,02-Jul-2021,0.3126,0.3244,0.3126,0.3244,3500
CTNXF.OB,02-Jul-2021,3.3007,3.3249,3.3007,3.32,600
CTOPP.OB,02-Jul-2021,25.47,25.64,25.4,25.63,21500
CTPCY.OB,02-Jul-2021,5.35,5.4,5.3,5.3,11300
CTPR.OB,02-Jul-2021,0.0111,0.03,0.0111,0.03,14100
CTRVW.OB,02-Jul-2021,0.19,0.24,0.19,0.24,13000
CTRYY.OB,02-Jul-2021,28.04,28.04,28.04,28.04,300
CTSDF.OB,02-Jul-2021,8.8,8.95,8.3134,8.88,136800
CTTAY.OB,02-Jul-2021,14.92,14.9978,14.83,14.9,53500
CTTC.OB,02-Jul-2021,0.1284,0.1339,0.1284,0.1339,11000
CTTOF.OB,02-Jul-2021,5.96,5.96,5.96,5.96,6000
CTXAF.OB,02-Jul-2021,20.65,20.65,20.65,20.65,100
CTXAY.OB,02-Jul-2021,43.21,43.21,42.87,42.87,600
CTXXF.OB,02-Jul-2021,0.404,0.4048,0.404,0.4048,10100
CUAEF.OB,02-Jul-2021,1.86,1.86,1.86,1.86,2300
CUBT.OB,02-Jul-2021,0.0921,0.1,0.0906,0.099,675200
CUBV.OB,02-Jul-2021,0.0031,0.0031,0.0029,0.003,9968300
CUBXF.OB,02-Jul-2021,1.43,1.43,1.1424,1.17,5300
CURLF.OB,02-Jul-2021,14.145,14.3,13.95,13.99,501700
CURN.OB,02-Jul-2021,10.1,10.35,10.1,10.15,12800
CURR.OB,02-Jul-2021,0.55,0.6425,0.5101,0.6425,179200
CURUF.OB,02-Jul-2021,1.7308,1.77,1.7304,1.77,1300
CUSI.OB,02-Jul-2021,14.8,14.8,14.8,14.8,100
CUYTY.OB,02-Jul-2021,13.71,13.85,13.71,13.85,300
CVALF.OB,02-Jul-2021,1.2,1.2,1.2,1.2,2000
CVAS.OB,02-Jul-2021,0.015,0.015,0.015,0.015,2200
CVAT.OB,02-Jul-2021,0.063,0.063,0.06,0.0616,86400
CVHL.OB,02-Jul-2021,0.0115,0.0115,0.0115,0.0115,100
CVSI.OB,02-Jul-2021,0.3852,0.387,0.38,0.3806,314000
CVST.OB,02-Jul-2021,0.0192,0.0192,0.0114,0.0114,39300
CVUEF.OB,02-Jul-2021,0.3397,0.3397,0.328,0.3397,8200
CVVUF.OB,02-Jul-2021,0.39,0.4727,0.39,0.4579,140400
CWBHF.OB,02-Jul-2021,3.61,3.753,3.5,3.69,161600
CWEGF.OB,02-Jul-2021,1.866,1.88,1.776,1.81,96100
CWGL.OB,02-Jul-2021,9.095,9.095,8.76,9,5000
CWGYF.OB,02-Jul-2021,0.002,0.002,0.0018,0.0018,14342100
CWIR.OB,02-Jul-2021,0.0001,0.0001,0.0001,0.0001,1410800
CWLDY.OB,02-Jul-2021,18.21,18.21,18.21,18.21,1900
CWNR.OB,02-Jul-2021,0.022,0.0278,0.022,0.0242,57300
CWPWF.OB,02-Jul-2021,0.073,0.073,0.073,0.073,2000
CWRK.OB,02-Jul-2021,1.05,1.12,1.01,1.04,91800
CWSFF.OB,02-Jul-2021,0.8639,0.9032,0.8456,0.9032,460500
CWSRF.OB,02-Jul-2021,10.6626,10.6634,10.6626,10.6634,1000
CWTC.OB,02-Jul-2021,0.012,0.0121,0.012,0.0121,15800
CWVWF.OB,02-Jul-2021,0.0904,0.0904,0.0904,0.0904,2200
CWWBF.OB,02-Jul-2021,0.4014,0.4014,0.4014,0.4014,100
CWXZF.OB,02-Jul-2021,6.82,6.86,6.82,6.85,3100
CWYUF.OB,02-Jul-2021,23.85,24.02,23.85,24.01,3900
CXBMF.OB,02-Jul-2021,1.29,1.3903,1.29,1.39,85200
CXKJ.OB,02-Jul-2021,0.41,0.41,0.41,0.41,300
CXMSF.OB,02-Jul-2021,0.89,0.95,0.89,0.89,4600
CXOXF.OB,02-Jul-2021,0.225,0.225,0.203,0.215,6400
CXXIF.OB,02-Jul-2021,0.9646,0.9777,0.935,0.9776,152600
CYAP.OB,02-Jul-2021,0.0106,0.0106,0.0088,0.01,3095200
CYBL.OB,02-Jul-2021,0.005,0.0054,0.0047,0.005,90121500
CYBNY.OB,02-Jul-2021,0.5331,0.5331,0.5331,0.5331,700
CYBQY.OB,02-Jul-2021,4.5,4.5,4.34,4.34,300
CYCA.OB,02-Jul-2021,0.134,0.1675,0.134,0.1675,21600
CYDVF.OB,02-Jul-2021,0.79,0.795,0.7504,0.7725,140900
CYDY.OB,02-Jul-2021,1.7,1.72,1.68,1.7,873300
CYGT.OB,02-Jul-2021,0.0121,0.0121,0.0121,0.0121,4300
CYIO.OB,02-Jul-2021,0.183,0.183,0.172,0.175,324300
CYLC.OB,02-Jul-2021,0.0395,0.04,0.039,0.0395,9400
CYLYF.OB,02-Jul-2021,0.167,0.1729,0.16,0.166,68000
CYNS.OB,02-Jul-2021,0.0016,0.0016,0.0016,0.0016,1000
CYNXF.OB,02-Jul-2021,0.0526,0.0526,0.0496,0.0496,41900
CYRBY.OB,02-Jul-2021,4.63,4.63,4.55,4.55,2000
CYSM.OB,02-Jul-2021,11.8755,11.8755,11.8755,11.8755,100
CYSNF.OB,02-Jul-2021,2.1327,2.142,2.13,2.13,900
CYTR.OB,02-Jul-2021,0.98,0.999,0.97,0.999,27800
CZBS.OB,02-Jul-2021,11.92,12.16,11.75,12.16,2600
CZNI.OB,02-Jul-2021,0.0014,0.0015,0.0012,0.0012,121250700
DAAT.OB,02-Jul-2021,0.2615,0.2615,0.2615,0.2615,500
DAGXF.OB,02-Jul-2021,2.23,2.23,2.23,2.23,100
DALXF.OB,02-Jul-2021,4.93,4.93,4.92,4.92,1100
DANOY.OB,02-Jul-2021,14.22,14.27,14.1701,14.24,137200
DASTF.OB,02-Jul-2021,245.12,245.12,235,235,200
DASTY.OB,02-Jul-2021,243.19,246.14,243.15,245,9800
DATI.OB,02-Jul-2021,0.24,0.2699,0.235,0.2493,53500
DAUGF.OB,02-Jul-2021,0.1209,0.1209,0.1209,0.1209,400
DAXXF.OB,02-Jul-2021,157.025,157.025,157.025,157.025,300
DBCCF.OB,02-Jul-2021,0.2553,0.2553,0.1923,0.2419,615000
DBDIF.OB,02-Jul-2021,2.2458,2.2458,2.05,2.2,3900
DBIN.OB,02-Jul-2021,34,34,34,34,100
DBKSF.OB,02-Jul-2021,0.1166,0.13,0.095,0.1,125200
DBOEF.OB,02-Jul-2021,176.02,176.02,174.307,175.17,100
DBOEY.OB,02-Jul-2021,17.49,17.53,17.4175,17.5,33300
DBOXF.OB,02-Jul-2021,0.0948,0.1027,0.0948,0.0948,1700
DBSDF.OB,02-Jul-2021,22.93,22.93,22.38,22.445,1300
DBSDY.OB,02-Jul-2021,92.08,92.08,88.29,89.21,58300
DCAC.OB,02-Jul-2021,0.0031,0.0039,0.0029,0.0038,22271400
DCCNF.OB,02-Jul-2021,0.2299,0.2299,0.2299,0.2299,2000
DCHRF.OB,02-Jul-2021,0.0845,0.087,0.082,0.0831,69000
DCLT.OB,02-Jul-2021,0.0105,0.012,0.0105,0.0114,29500
DCNNF.OB,02-Jul-2021,0.119,0.12,0.1139,0.117,45100
DCSX.OB,02-Jul-2021,0.8,0.85,0.8,0.8058,16600
DDAIF.OB,02-Jul-2021,90.939,90.939,90.21,90.53,11700
DDDX.OB,02-Jul-2021,0.1025,0.1025,0.0901,0.1,79400
DDEJF.OB,02-Jul-2021,1.3,1.38,1.3,1.38,43100
DDNFF.OB,02-Jul-2021,0.07,0.07,0.0641,0.0684,115200
DECN.OB,02-Jul-2021,0.005,0.01,0.005,0.01,44300
DEER.OB,02-Jul-2021,0.0231,0.0231,0.019,0.019,14300
DEFTF.OB,02-Jul-2021,0.7415,0.7788,0.73,0.7356,66700
DELCF.OB,02-Jul-2021,0.2458,0.2566,0.2395,0.2477,111700
DELKY.OB,02-Jul-2021,6.4,6.4,6.4,6.4,13800
DENR.OB,02-Jul-2021,0.1286,0.155,0.1286,0.155,3500
DEQI.OB,02-Jul-2021,0.012,0.019,0.009,0.009,889000
DESTQ.OB,02-Jul-2021,0.014,0.014,0.014,0.014,3300
DETRF.OB,02-Jul-2021,3.5,3.5,3.5,3.5,600
DEWM.OB,02-Jul-2021,0.0015,0.0017,0.0015,0.0015,1488700
DFCO.OB,02-Jul-2021,0.3313,0.3525,0.2816,0.31,110000
DFEL.OB,02-Jul-2021,0.0925,0.1,0.085,0.1,33100
DFIFF.OB,02-Jul-2021,0.2055,0.2195,0.2055,0.21,12100
DFIHY.OB,02-Jul-2021,21.2545,21.43,21.09,21.43,2200
DFKCY.OB,02-Jul-2021,22.3,22.3,22.3,22.3,300
DFLYF.OB,02-Jul-2021,1.53,1.5347,1.45,1.52,191400
DFMTF.OB,02-Jul-2021,0.218,0.2227,0.2052,0.2157,117100
DFRYF.OB,02-Jul-2021,61.99,62.65,60.53,62.65,100
DFTC.OB,02-Jul-2021,0.015,0.015,0.015,0.015,29400
DGEAF.OB,02-Jul-2021,48.3245,48.37,47.5,47.5,13000
DGGXF.OB,02-Jul-2021,0.035,0.035,0.034,0.034,30200
DGMLF.OB,02-Jul-2021,0.8836,0.8836,0.8721,0.8721,1600
